State,Well Name,Depth (m),Porosity (%),Permeability_h (md),Permeability_v (md),Lithology (major),Well Classification,Longitude,Latitude,Onshore/Offshore,Decision
New South Wales,Bancannia North 1,727.2,11,1,1,sandstone,Exploration,141.8361,30.6569,Onshore,Non-Acceptable
New South Wales,Bancannia North 1,869.2,10,0,5,sandstone,Exploration,141.8361,30.6569,Onshore,Non-Acceptable
New South Wales,Bancannia North 1,1183.2,26,0,0,sandstone,Exploration,141.8361,30.6569,Onshore,Non-Acceptable
New South Wales,Bancannia North 1,1305.7,5,0,0,sandstone,Exploration,141.8361,30.6569,Onshore,Non-Acceptable
New South Wales,Bancannia North 1,1417.3,2,0,0,sandstone,Exploration,141.8361,30.6569,Onshore,Non-Acceptable
New South Wales,Bancannia North 1,1478.2,4,0,0,sandstone,Exploration,141.8361,30.6569,Onshore,Non-Acceptable
New South Wales,Woronora 1,455.4,31,1330,0,sandstone,Exploration,150.9139,34.1944,Onshore,Acceptable
New South Wales,Woronora 1,915.7,15,0,0,sandstone,Exploration,150.9139,34.1944,Onshore,Non-Acceptable
New South Wales,Woronora 1,1056.8,2.5,0,0,sandstone,Exploration,150.9139,34.1944,Onshore,Non-Acceptable
New South Wales,Woronora 1,1123.8,7.5,0,0,sandstone,Exploration,150.9139,34.1944,Onshore,Non-Acceptable
New South Wales,Woronora 1,1189.4,10.5,0,0,sandstone,Exploration,150.9139,34.1944,Onshore,Non-Acceptable
New South Wales,Woronora 1,1366.2,7.5,0,0,sandstone,Exploration,150.9139,34.1944,Onshore,Non-Acceptable
New South Wales,Woronora 1,1482.6,1,0,0,siltstone,Exploration,150.9139,34.1944,Onshore,Non-Acceptable
New South Wales,Woronora 1,1560.6,7,0,0,sandstone,Exploration,150.9139,34.1944,Onshore,Non-Acceptable
New South Wales,Woronora 1,1654.2,5,0,0,sandstone,Exploration,150.9139,34.1944,Onshore,Non-Acceptable
New South Wales,Woronora 1,1761.8,5,0,0,sandstone,Exploration,150.9139,34.1944,Onshore,Non-Acceptable
New South Wales,Woronora 1,1854.1,7,0,0,sandstone,Exploration,150.9139,34.1944,Onshore,Non-Acceptable
New South Wales,Woronora 1,1942.2,4,0,0,sandstone,Exploration,150.9139,34.1944,Onshore,Non-Acceptable
New South Wales,Woronora 1,2034.3,3,0,0,sandstone,Exploration,150.9139,34.1944,Onshore,Non-Acceptable
New South Wales,Woronora 1,2138.5,2,0,0,siltstone,Exploration,150.9139,34.1944,Onshore,Non-Acceptable
New South Wales,Woronora 1,2245.8,2,0,0,siltstone,Exploration,150.9139,34.1944,Onshore,Non-Acceptable
Northern Territory ,Alice 1,158.5,16.4,20,13,sandstone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,251.8,24,155,84,sandstone,Stratigraphic ,133.9667,23.9131,Onshore,Acceptable
Northern Territory ,Alice 1,342.6,22.5,197,49,sandstone,Stratigraphic ,133.9667,23.9131,Onshore,Acceptable
Northern Territory ,Alice 1,435.9,10,0,0,sandstone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,537.7,11,0,0,sandstone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,656.3,16.5,7,0,sandstone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,826.7,12.5,33,5,unspecified,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,907.4,6.5,0,0,unspecified,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,952.6,8,0,0,sandstone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,953.8,8.5,0,0,sandstone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1040,3,0,0,sandstone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1093.4,8.5,0,0,shale,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1185.1,4,0,0,limestone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1278.1,3.5,0,0,limestone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1379.9,2.5,0,0,limestone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1476.8,5.5,0,0,limestone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1575,3,0,0,limestone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1576.8,6,0,0,limestone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1662.7,1.5,0,0,shale,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1662.7,1,0,0,shale,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1744.4,5,0,0,shale,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1848.4,0,0,0,limestone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1858.1,0,0,0,limestone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1858.7,1,0,0,limestone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1864.8,1,0,0,limestone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1866.4,9,0,0,dolomite,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1866.6,10,0,0,dolomite,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1866.6,5,0,0,dolomite,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1869.4,0.5,0,0,shale,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,1963.9,1,0,0,limestone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,2060.5,11.5,0,0,limestone,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,2061.1,11,0,0,shale,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,2097.1,4.5,0,0,salt,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,2226.6,1,0,0,shale,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,2291.5,2,0,0,shale,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,Alice 1,2292.1,3,0,0,shale,Stratigraphic ,133.9667,23.9131,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,793.5,7,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,794.3,7.3,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,795.6,10.1,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,795.8,9.6,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,796.9,7.4,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,805.9,12.6,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,806.4,7.7,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,806.8,9.8,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,807.5,5.7,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,807.9,8.2,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,808.3,11.7,2.9,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,808.9,11.4,2.9,2,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,809.2,12.9,2.7,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,809.9,9.6,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,810.8,10.6,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,811,8.1,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,811.8,5.7,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,812.5,10.3,4.2,7.5,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,813.4,7.5,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,815.4,4.5,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,815.7,2.5,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,816.8,7,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,817.6,5.5,0,0,siltstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,818.9,4,1,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,820,3.5,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,822,6.5,0,0,siltstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,822.9,3,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,946.6,8,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,947.8,6,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,948.5,5.5,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,950.2,8,3,0,siltstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,950.8,11.5,0,0,siltstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,951.7,6,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,953.6,7,0,0,siltstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,954.7,12,0,0,siltstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,955.3,8.5,3,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,957.1,11,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,958,5,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,959,14,0,0,siltstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,960.1,7.5,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,960.9,2.5,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,961.9,9,0,0,siltstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1054.2,2.5,2,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1055,1.5,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1056.5,1,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1058.3,1.5,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1161.3,4.5,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1162.3,7,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1163,6.5,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1165.4,11.5,814,17,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1165.6,10.6,315,1350,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1165.9,8.7,109,21,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1166.2,10.5,53,417,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1166.8,12.5,941,429,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1167.1,11.6,274,465,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1170.5,5,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1171.8,6.5,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1172.7,6,0,0,shale,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1173.3,5,2,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1173.5,3.1,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1174.3,7,5,2,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1174.4,6.6,2.8,2.1,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1257.3,4.7,3.7,0.2,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1257.4,9,39,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1257.8,5.5,12,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1258.2,1.9,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1258.3,10,1,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1258.7,9,2,2,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1259.4,3.8,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1259.6,4,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1260,6.1,2.8,0.4,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1260.5,9.5,22,8,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1261,9.1,8.7,4.4,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1261.3,8.5,15,3,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1302.4,10,30,38,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1302.7,9.5,37,11,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1303,11,56,16,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1303.5,11,53,59,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1304.2,7.7,4.7,4,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1304.8,6.9,1.3,0.5,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1306,8,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1306.7,4.5,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1307.3,6,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1308.5,7.6,3.1,1.8,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1309.1,4,1,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1310,6,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1310.4,7,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1311.2,2.5,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1368.9,6.5,0,1,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1369.5,8.5,2,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1371,8.5,1,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1375.6,5.5,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1376.8,6,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1379.2,6.5,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1379.8,10,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1380.1,0.7,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1428.7,3,0,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1429.5,6.9,9.8,1.4,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1429.7,9.5,16,0,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,East Mereenie 1,1430,7.5,0,5,sandstone,Appraisal,131.5642,24.0086,Onshore,Non-Acceptable
Northern Territory ,BMR Tanami East 1,74.1,15,0,0,siltstone,Stratigraphic ,131.3333,19.25,Onshore,Non-Acceptable
Northern Territory ,BMR Tanami East 1,75.6,16,0,0,siltstone,Stratigraphic ,131.3333,19.25,Onshore,Non-Acceptable
Northern Territory ,BMR Tanami East 1,77.4,17,0,0,sandstone,Stratigraphic ,131.3333,19.25,Onshore,Non-Acceptable
Northern Territory ,BMR Tanami East 1,118.9,17,5,12,limestone,Stratigraphic ,131.3333,19.25,Onshore,Non-Acceptable
Northern Territory ,BMR Tanami East 1,119.8,16,3,2,limestone,Stratigraphic ,131.3333,19.25,Onshore,Non-Acceptable
Northern Territory ,BMR Tanami East 1,120.7,18,15,13,limestone,Stratigraphic ,131.3333,19.25,Onshore,Non-Acceptable
Northern Territory ,BMR Tanami East 1,121.9,16,12,3,limestone,Stratigraphic ,131.3333,19.25,Onshore,Non-Acceptable
Northern Territory ,BMR Tanami East 1,688.8,13,0,0,siltstone,Stratigraphic ,131.3333,19.25,Onshore,Non-Acceptable
Queensland,Abercorn 1,165.3,13,0,0,siltstone,Exploration,151.207,25.1319,Onshore,Non-Acceptable
Queensland,Abercorn 1,280.2,5.5,0,0,dolomite,Exploration,151.207,25.1319,Onshore,Non-Acceptable
Queensland,Abercorn 1,373.4,27,0,0,siltstone,Exploration,151.207,25.1319,Onshore,Non-Acceptable
Queensland,Abercorn 1,464.9,9,0,0,sandstone,Exploration,151.207,25.1319,Onshore,Non-Acceptable
Queensland,Abercorn 1,511.5,22.5,1007,655,sandstone,Exploration,151.207,25.1319,Onshore,Acceptable
Queensland,Abercorn 1,581,5,0,0,sandstone,Exploration,151.207,25.1319,Onshore,Non-Acceptable
Queensland,Abercorn 1,784.6,4.5,0,0,sandstone,Exploration,151.207,25.1319,Onshore,Non-Acceptable
Queensland,Abercorn 1,915.4,5.5,0,0,sandstone,Exploration,151.207,25.1319,Onshore,Non-Acceptable
Queensland,Abercorn 1,1060.1,4,0,0,siltstone,Exploration,151.207,25.1319,Onshore,Non-Acceptable
Queensland,Abercorn 1,1213.2,7,0,0,shale,Exploration,151.207,25.1319,Onshore,Non-Acceptable
Queensland,Abercorn 1,1326.5,5,0,0,sandstone,Exploration,151.207,25.1319,Onshore,Non-Acceptable
Queensland,Alton 1,1712.7,11,0,0,sandstone,Exploration,149.3717,27.9383,Onshore,Non-Acceptable
Queensland,Alton 1,1714,14.5,0,0,sandstone,Exploration,149.3717,27.9383,Onshore,Non-Acceptable
Queensland,Alton 1,1861.5,16.5,98,8,sandstone,Exploration,149.3717,27.9383,Onshore,Non-Acceptable
Queensland,Alton 1,1862.7,19,551,258,sandstone,Exploration,149.3717,27.9383,Onshore,Non-Acceptable
Queensland,Alton 1,1864.5,15.5,0,0,sandstone,Exploration,149.3717,27.9383,Onshore,Non-Acceptable
Queensland,Alton 1,1997.8,11,0,0,sandstone,Exploration,149.3717,27.9383,Onshore,Non-Acceptable
Queensland,Alton 1,2084.6,15.5,0,0,sandstone,Exploration,149.3717,27.9383,Onshore,Non-Acceptable
Queensland,Alton 1,2086.4,17.5,5,3,sandstone,Exploration,149.3717,27.9383,Onshore,Non-Acceptable
Queensland,Alton 1,2087,16,4,0,sandstone,Exploration,149.3717,27.9383,Onshore,Non-Acceptable
Queensland,Alton 1,2087.6,15,3,3,sandstone,Exploration,149.3717,27.9383,Onshore,Non-Acceptable
Queensland,Alton 1,2088.8,7,0,0,shale,Exploration,149.3717,27.9383,Onshore,Non-Acceptable
Queensland,Alton 1,2231.2,7,0,0,igneous rock,Exploration,149.3717,27.9383,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,39.4,29.3,1221,54,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,39.4,29.3,1221,54,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,50.1,31,818,305,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,50.1,31,818,305,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,65.6,26.1,818,348,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,65.6,26.1,527,348,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,75,29.7,2327,3219,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,75,29.7,2327,3219,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,87.3,20.3,147,101,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,87.3,20.3,147,101,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,97,25.8,600,720,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,97,25.8,600,720,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,105.3,26.8,1305,236,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,105.3,26.8,1305,236,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,114.6,28.6,831,740,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,114.6,28.6,831,740,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,125.6,27.8,723,320,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
